id,Слово,Перевод,Тип,Курс,Урок
1234,söndürmek,"гасить, тушить, выключать",FİİLLER,A2,UNITE5
1235,sürtünmek,"тереться, скользить, конфликтовать",FİİLLER,A2,UNITE5
1148,şaşırmak,"удивляться, поражаться, путаться",FİİLLER,A2,UNITE5
1236,tartmak,"взвешивать, обсуждать",FİİLLER,A2,UNITE5
1237,taşımak,"нести, перевозить, выдерживать",FİİLLER,A2,UNITE5
1238,taşmak,"переливаться через край, изобиловать",FİİLLER,A2,UNITE5
901,yağmak,"идти (о дожде, снеге), лить",FİİLLER,A2,UNITE5
1239,yapışmak,"прилипать, приклеиваться, липнуть",FİİLLER,A2,UNITE5
1240,acele,"спешка, поспешность",İSİMLER,A2,UNITE6
1241,açma,"открывание, слойка",İSİMLER,A2,UNITE6
1242,alkollü,"алкогольный, спиртной",İSİMLER,A2,UNITE6
1243,anlam,"смысл, значение, понимание",İSİMLER,A2,UNITE6
1244,ayaküstü,"на ходу, второпях, в спешке",İSİMLER,A2,UNITE6
1245,ayran,айран,İSİMLER,A2,UNITE6
1246,bagaj,"багаж, багажник",İSİMLER,A2,UNITE6
1247,bakıcı,"сиделка, няня, опекун",İSİMLER,A2,UNITE6
1248,bedesten,"крытый рынок, бедестен",İSİMLER,A2,UNITE6
1249,briç,бридж (карточная игра),İSİMLER,A2,UNITE6
29,çamaşır,белье,İSİMLER,A2,UNITE6
1250,çatal (yiyecek),"вилка, развилка, разветвление",İSİMLER,A2,UNITE6
1251,çıkış,"выход, результат, окончание",İSİMLER,A2,UNITE6
1252,dekoratif,"декоративный, украшательский",İSİMLER,A2,UNITE6
1253,deneyim,"опыт, испытание",İSİMLER,A2,UNITE6
1254,desen,"узор, рисунок, модель",İSİMLER,A2,UNITE6
1255,döviz,"валюта, обмен валюты",İSİMLER,A2,UNITE6
43,düğün,свадьба,İSİMLER,A2,UNITE6
1256,ehliyet,"водительские права, разрешение, диплом",İSİMLER,A2,UNITE6
1257,ekip,"команда, группа, состав",İSİMLER,A2,UNITE6
1258,geleneksel,традиционный,İSİMLER,A2,UNITE6
1259,gözleme,"гёзлеме, лепешка",İSİMLER,A2,UNITE6
1260,gürültü,"шум, гам, грохот",İSİMLER,A2,UNITE6
1261,güverte,палуба,İSİMLER,A2,UNITE6
1262,han,"гостиница, караван-сарай, постоялый двор",İSİMLER,A2,UNITE6
1263,hat,"линия, черта, сообщение",İSİMLER,A2,UNITE6
374,hazır,"готовый, подготовленный",İSİMLER,A2,UNITE6
581,heyecan,"волнение, азарт, возбуждение",İSİMLER,A2,UNITE6
1264,İhtiyaç,"потребность, нужда",İSİMLER,A2,UNITE6
1265,ilan,"объявление, анонс, извещение",İSİMLER,A2,UNITE6
1266,inanç,"вера, доверие, убеждение",İSİMLER,A2,UNITE6
1267,izin,"разрешение, позволение, отпуск",İSİMLER,A2,UNITE6
1268,karar,"решение, приговор, твердость",İSİMLER,A2,UNITE6
1269,katmer,"слой, слоеный, катмер",İSİMLER,A2,UNITE6
1270,kestane,"каштан, каштановый",İSİMLER,A2,UNITE6
1271,kokoreç,кокореч (закуска из бараньих потрохов),İSİMLER,A2,UNITE6
783,konu,"тема, предмет, вопрос",İSİMLER,A2,UNITE6
785,köfte,"кюфте, котлета",İSİMLER,A2,UNITE6
1272,kumpir,кумпир (запеченный картофель с начинкой),İSİMLER,A2,UNITE6
790,lahmacun,лахмаджун,İSİMLER,A2,UNITE6
1273,lazım,"нужный, необходимый, следует",İSİMLER,A2,UNITE6
1274,martı,чайка,İSİMLER,A2,UNITE6
801,mutlaka,"обязательно, непременно, обязательно",İSİMLER,A2,UNITE6
1275,nakit,"наличные, наличные деньги",İSİMLER,A2,UNITE6
1276,öncelik,"приоритет, первоочередность, предпочтение",İSİMLER,A2,UNITE6
806,öneri,"предложение, рекомендация, совет",İSİMLER,A2,UNITE6
1277,pide,пита (лепешка),İSİMLER,A2,UNITE6
1278,poğaça,"булочка, пончик, погача",İSİMLER,A2,UNITE6
1279,rahat,"покой, комфорт, удобство",İSİMLER,A2,UNITE6
1280,rakip,"соперник, конкурент",İSİMLER,A2,UNITE6
1281,refah,"благосостояние, процветание, благополучие",İSİMLER,A2,UNITE6
1282,sanatçı,"художник, артист, деятель искусства",İSİMLER,A2,UNITE6
1283,sandal,"лодка, сандалия",İSİMLER,A2,UNITE6
1284,seyir,"просмотр, наблюдение, зрелище",İSİMLER,A2,UNITE6
1285,sıkışık,"тесный, зажатый, затруднительный",İSİMLER,A2,UNITE6
1286,sınır,"граница, предел, лимит",İSİMLER,A2,UNITE6
1287,simit,симит (кунжутный бублик),İSİMLER,A2,UNITE6
1288,siyasetçi,политик,İSİMLER,A2,UNITE6
1289,sözleşme,"контракт, договор, соглашение",İSİMLER,A2,UNITE6
1290,süre,"срок, продолжительность",İSİMLER,A2,UNITE6
1291,şekerleme,"конфеты, сладости, дремота",İSİMLER,A2,UNITE6
1292,şiddet,"сила, интенсивность, жестокость",İSİMLER,A2,UNITE6
528,şirket,"компания, фирма, общество",İSİMLER,A2,UNITE6
1293,tavla,"нарды, тавла",İSİMLER,A2,UNITE6
838,tavsiye,"совет, рекомендация",İSİMLER,A2,UNITE6
839,tecrübe,"опыт, стаж",İSİMLER,A2,UNITE6
409,terlik,тапочки,İSİMLER,A2,UNITE6
1294,tost,"тост (жареный бутерброд), тост",İSİMLER,A2,UNITE6
1295,ud,уд (музыкальный инструмент),İSİMLER,A2,UNITE6
1296,ünlü,"знаменитый, известный",İSİMLER,A2,UNITE6
1297,vakıf,"фонд, учреждение, вакф",İSİMLER,A2,UNITE6
1298,vatandaş,гражданин,İSİMLER,A2,UNITE6
1299,vezne,касса,İSİMLER,A2,UNITE6
415,yalan,"ложь, неправда",İSİMLER,A2,UNITE6
1300,yaygın,"распространенный, широкий, общепринятый",İSİMLER,A2,UNITE6
334,yoğun,"густой, плотный, занятой",İSİMLER,A2,UNITE6
1301,ara vermek,"делать перерыв, прерываться",FİİLLER,A2,UNITE6
1221,batmak,"тонуть, заходить (о солнце), погружаться",FİİLLER,A2,UNITE6
1302,bilgi vermek,"сообщать информацию, информировать",FİİLLER,A2,UNITE6
1303,bitirmek,"заканчивать, завершать",FİİLLER,A2,UNITE6
1304,borç vermek,"давать в долг, одалживать",FİİLLER,A2,UNITE6
1305,burs vermek,предоставлять стипендию,FİİLLER,A2,UNITE6
1306,çekinmek,"стесняться, колебаться, опасаться",FİİLLER,A2,UNITE6
1307,çözmek,"разрешать, развязывать, решать",FİİLLER,A2,UNITE6
1308,dayanmak,"выдерживать, держаться, опираться",FİİLLER,A2,UNITE6
1309,denemek,"пробовать, испытывать",FİİLLER,A2,UNITE6
1310,destek vermek,"оказывать поддержку, поддерживать",FİİLLER,A2,UNITE6
1311,devam et,"продолжай, продолжай",FİİLLER,A2,UNITE6
1312,dikiş dikmek,шить,FİİLLER,A2,UNITE6
1313,dikkat etmek,"обращать внимание, быть внимательным",FİİLLER,A2,UNITE6
1314,doymak,"наедаться, насыщаться",FİİLLER,A2,UNITE6
1315,farkında olmak,"осознавать, быть в курсе",FİİLLER,A2,UNITE6
638,gecikmek,"опаздывать, задерживаться",FİİLLER,A2,UNITE6
1316,gitar çalmak,играть на гитаре,FİİLLER,A2,UNITE6
1317,giyinmek,"одеваться, надевать одежду",FİİLLER,A2,UNITE6
1318,göz kırpmak,подмигивать,FİİLLER,A2,UNITE6
1319,güvenmek,"доверять, полагаться",FİİLLER,A2,UNITE6
1320,hoş görmek,"снисходительно относиться, прощать",FİİLLER,A2,UNITE6
1321,hüküm vermek,"выносить приговор, судить, решать",FİİLLER,A2,UNITE6
1322,ıslık çalmak,свистеть,FİİLLER,A2,UNITE6
1323,ilgilenmek,"интересоваться, заниматься, ухаживать",FİİLLER,A2,UNITE6
453,izlemek,"смотреть, наблюдать, следить",FİİLLER,A2,UNITE6
1324,kaybolmak,"теряться, пропадать, исчезать",FİİLLER,A2,UNITE6
1325,kaymak,"скользить, кататься (на коньках, лыжах), снимать сливки",FİİLLER,A2,UNITE6
1326,kımıldamak,"шевелиться, двигаться",FİİLLER,A2,UNITE6
1327,közlemek,"жарить на углях, скучать, тосковать",FİİLLER,A2,UNITE6
1328,kredi almak,"получать кредит, брать кредит",FİİLLER,A2,UNITE6
644,kutlamak,"праздновать, поздравлять",FİİLLER,A2,UNITE6
1329,mola vermek,"делать перерыв, останавливаться на отдых",FİİLLER,A2,UNITE6
1330,neden olmak,"быть причиной, вызывать",FİİLLER,A2,UNITE6
1331,para bozdurmak,"разменивать деньги, обменивать валюту",FİİLLER,A2,UNITE6
1332,problem çıkarmak,"создавать проблемы, создавать трудности",FİİLLER,A2,UNITE6
1333,sığmak,"помещаться, влезать, подходить (по размеру)",FİİLLER,A2,UNITE6
1334,sıkıntı çekmek,"испытывать трудности, страдать",FİİLLER,A2,UNITE6
1335,soluklanmak,"переводить дух, отдыхать",FİİLLER,A2,UNITE6
1336,şişirmek,"надувать, раздувать, преувеличивать",FİİLLER,A2,UNITE6
1337,takip etmek,"следовать, преследовать, отслеживать",FİİLLER,A2,UNITE6
900,uzatmak,"удлинять, протягивать, затягивать",FİİLLER,A2,UNITE6
1338,ütülemek,"гладить (утюгом), разглаживать",FİİLLER,A2,UNITE6
650,vedalaşmak,прощаться,FİİLLER,A2,UNITE6
1339,yatıştırmak,"успокаивать, умиротворять, усмирять",FİİLLER,A2,UNITE6
653,yenmek,"побеждать, съедать, преодолевать",FİİLLER,A2,UNITE6
1340,yetişmek,"поспевать, успевать, вырастать",FİİLLER,A2,UNITE6
1341,zannetmek,"думать, полагать, считать",FİİLLER,A2,UNITE6
1342,abone,"подписчик, абонент",İSİMLER,B1,UNITE1
1343,acil,"срочный, неотложный",İSİMLER,B1,UNITE1
1344,adım,"шаг, ступень, мера",İSİMLER,B1,UNITE1
1345,araç,"средство, транспортное средство",İSİMLER,B1,UNITE1
1346,arıza,"неисправность, поломка, помеха",İSİMLER,B1,UNITE1
1347,bedel,"плата, стоимость, возмездие",İSİMLER,B1,UNITE1
1348,bilek,"запястье, кисть руки",İSİMLER,B1,UNITE1
349,borç,долг,İSİMLER,B1,UNITE1
1349,boru,"труба, трубка",İSİMLER,B1,UNITE1
1350,büyüklük,"величина, размер, важность",İSİMLER,B1,UNITE1
1351,büyüleyici,"очаровательный, восхитительный",İSİMLER,B1,UNITE1
1352,civar,"окрестности, район",İSİMLER,B1,UNITE1
738,çöp,"мусор, отходы",İSİMLER,B1,UNITE1
1353,dahil,"включая, в том числе",İSİMLER,B1,UNITE1
1354,davranış,"поведение, поступок",İSİMLER,B1,UNITE1
1253,deneyim,"опыт, испытание",İSİMLER,B1,UNITE1
1355,depozito,"залог, депозит, задаток",İSİMLER,B1,UNITE1
1356,doğalgaz,природный газ,İSİMLER,B1,UNITE1
1357,döşeme,"пол, настил, обивка",İSİMLER,B1,UNITE1
1358,durum,"положение, состояние, ситуация",İSİMLER,B1,UNITE1
1359,eğitim,"образование, обучение, тренировка",İSİMLER,B1,UNITE1
1360,emlak,недвижимость,İSİMLER,B1,UNITE1
1361,endişeli,"беспокойный, тревожный, озабоченный",İSİMLER,B1,UNITE1
1362,etki,"влияние, эффект, воздействие",İSİMLER,B1,UNITE1
571,evlilik,"брак, замужество, женитьба",İSİMLER,B1,UNITE1
1363,fatura,"счет, квитанция",İSİMLER,B1,UNITE1
1364,fiyat,"цена, стоимость",İSİMLER,B1,UNITE1
1365,fonksiyon,"функция, назначение",İSİMLER,B1,UNITE1
1366,garip,"странный, удивительный",İSİMLER,B1,UNITE1
1179,günlük,"дневник, ежедневный, ежедневник",İSİMLER,B1,UNITE1
1367,güvenlik,"безопасность, охрана",İSİMLER,B1,UNITE1
1368,halat,"канат, трос",İSİMLER,B1,UNITE1
1369,ham,"сырой, необработанный, незрелый",İSİMLER,B1,UNITE1
1370,ısıtma,"отопление, обогрев, нагревание",İSİMLER,B1,UNITE1
1371,ıslak,"мокрый, влажный",İSİMLER,B1,UNITE1
1372,içerik,"содержание, содержимое, контент",İSİMLER,B1,UNITE1
762,ihtiyaç,"потребность, нужда",İSİMLER,B1,UNITE1
1265,ilan,"объявление, анонс, извещение",İSİMLER,B1,UNITE1
1373,imdat,"помощь, спасание, сигнал бедствия",İSİMLER,B1,UNITE1
1374,iş bölümü,разделение труда,İSİMLER,B1,UNITE1
1375,işlem,"операция, процесс, сделка",İSİMLER,B1,UNITE1
1376,jandarma,"жандармерия, военная полиция",İSİMLER,B1,UNITE1
1034,kaban,"пальто, куртка (зимняя)",İSİMLER,B1,UNITE1
948,kanat,"крыло, бок, фланг",İSİMLER,B1,UNITE1
1377,kiralık,"сдаваемый в аренду, арендный",İSİMLER,B1,UNITE1
1378,kombi,"комбинированный котел, газовый котел",İSİMLER,B1,UNITE1
1379,konum,"местоположение, позиция, статус",İSİMLER,B1,UNITE1
1380,koza,"кокон, оболочка",İSİMLER,B1,UNITE1
1381,lavabo,"раковина, умывальник, туалет",İSİMLER,B1,UNITE1
1382,lüks,"роскошь, роскошный",İSİMLER,B1,UNITE1
680,manzara,"вид, пейзаж, ландшафт",İSİMLER,B1,UNITE1
1383,masrafsız,"бесплатный, не требующий расходов",İSİMLER,B1,UNITE1
1384,mevki,"должность, положение, ранг",İSİMLER,B1,UNITE1
1385,muhit,"окружение, среда, район",İSİMLER,B1,UNITE1
1386,müstakil,"отдельный, самостоятельный, независимый",İSİMLER,B1,UNITE1
1387,nezih,"опрятный, чистый, приличный",İSİMLER,B1,UNITE1
1053,ödeme,"оплата, платеж",İSİMLER,B1,UNITE1
602,ömür,"жизнь, век, срок жизни",İSİMLER,B1,UNITE1
1388,özellik,"особенность, свойство, характеристика",İSİMLER,B1,UNITE1
1389,pazarlık,"торг, сделка",İSİMLER,B1,UNITE1
1390,pil,"батарейка, аккумулятор",İSİMLER,B1,UNITE1
1391,sahip,"владелец, обладатель, хозяин",İSİMLER,B1,UNITE1
