id,Слово,Перевод,Тип,Курс,Урок
1626,estados unidos,Соединённые Штаты,İSİMLER,A1,UNIDAD8
1627,comisión,"комиссия, комиссионные",İSİMLER,A1,UNIDAD9
1628,diferente,"другой, различный",SIFATLAR,A1,UNIDAD2
1629,campo,"поле, сельская местность",İSİMLER,A1,UNIDAD4
1630,organización,организация,İSİMLER,A1,UNIDAD5
1631,don,дон (титул); дар,İSİMLER,A1,UNIDAD6
1632,camino,"дорога, путь",İSİMLER,A1,UNIDAD7
1633,sentar,сажать(ся),FİİLLER,A1,UNIDAD9
1634,constituir,"составлять, являться",FİİLLER,A1,UNIDAD1
1635,referir,"ссылаться, рассказывать",FİİLLER,A1,UNIDAD7
1636,mayoría,большинство,İSİMLER,A1,UNIDAD8
1637,sacar,"доставать, вынимать",FİİLLER,A1,UNIDAD9
1638,decisión,решение,İSİMLER,A1,UNIDAD1
1639,función,"функция, должность",İSİMLER,A1,UNIDAD2
1640,etcétera,и так далее,ZAMİRLER,A1,UNIDAD3
1641,espacio,"пространство, место",İSİMLER,A1,UNIDAD5
1642,continuar,продолжать,FİİLLER,A1,UNIDAD6
1643,europeo,европейский,SIFATLAR,A1,UNIDAD7
1644,base,"база, основа",İSİMLER,A1,UNIDAD8
1645,seguridad,безопасность,İSİMLER,A1,UNIDAD9
1646,a partir de,начиная с,EDATLAR / BAĞLAÇLAR,A1,UNIDAD1
1647,desarrollar,развивать,FİİLLER,A1,UNIDAD3
1648,popular,"народный, популярный",SIFATLAR,A1,UNIDAD4
1649,militar,военный,SIFATLAR,A1,UNIDAD5
1650,autor,автор,İSİMLER,A1,UNIDAD6
1651,real,королевский; реальный,SIFATLAR,A1,UNIDAD7
1652,malo,плохой,SIFATLAR,A1,UNIDAD9
1653,iniciar,начинать,FİİLLER,A1,UNIDAD2
1654,investigación,исследование,İSİMLER,A1,UNIDAD4
1655,juego,игра,İSİMLER,A1,UNIDAD5
1656,ciento,сто (por ciento),İSİMLER,A1,UNIDAD6
1657,capital,столица; капитал,İSİMLER,A1,UNIDAD7
1658,libertad,свобода,İSİMLER,A1,UNIDAD1
1659,caso de,в случае,EDATLAR / BAĞLAÇLAR,A1,UNIDAD2
1660,amor,любовь,İSİMLER,A1,UNIDAD5
1661,arte,искусство,İSİMLER,A1,UNIDAD6
1662,viejo,старый,SIFATLAR,A1,UNIDAD7
1663,dinero,деньги,İSİMLER,A1,UNIDAD8
1664,producción,производство,İSİMLER,A1,UNIDAD2
1665,levantar,поднимать,FİİLLER,A1,UNIDAD3
1666,rey,король,İSİMLER,A1,UNIDAD5
1667,ocasión,"случай, оказия",İSİMLER,A1,UNIDAD8
1668,población,население,İSİMLER,A1,UNIDAD9
1669,méxico,Мексика,İSİMLER,A1,UNIDAD1
1670,duda,сомнение,İSİMLER,A1,UNIDAD2
1671,falta,"нехватка, отсутствие",İSİMLER,A1,UNIDAD4
1672,línea,линия,İSİMLER,A1,UNIDAD7
1673,aspecto,"аспект, вид",İSİMLER,A1,UNIDAD8
1674,ahí,там,ZARFLAR,A1,UNIDAD3
1675,ocupar,занимать,FİİLLER,A1,UNIDAD5
1676,diverso,"различный, разнообразный",SIFATLAR,A1,UNIDAD8
1677,informar,"сообщать, информировать",FİİLLER,A1,UNIDAD9
1678,autoridad,"власть, авторитет",İSİMLER,A1,UNIDAD2
1679,acto,"акт, поступок",İSİMLER,A1,UNIDAD5
1680,presencia,присутствие,İSİMLER,A1,UNIDAD6
1681,tercero,третий,İSİMLER,A1,UNIDAD8
1682,fuerte,сильный,SIFATLAR,A1,UNIDAD1
1683,dato,"данные, факт",İSİMLER,A1,UNIDAD4
1684,vista,"вид, зрение",İSİMLER,A1,UNIDAD6
1685,asunto,"дело, вопрос",İSİMLER,A1,UNIDAD7
1686,elemento,элемент,İSİMLER,A1,UNIDAD8
1687,a pesar de,несмотря на,EDATLAR / BAĞLAÇLAR,A1,UNIDAD9
1688,resto,"остаток, остальные",İSİMLER,A1,UNIDAD1
1689,ex,"бывший, экс-",İSİMLER,A1,UNIDAD2
1690,demás,остальные,ZAMİRLER,A1,UNIDAD5
1691,consecuencia,последствие,İSİMLER,A1,UNIDAD8
1692,comprender,"понимать, включать",FİİLLER,A1,UNIDAD9
1693,posición,"положение, позиция",İSİMLER,A1,UNIDAD2
1694,observar,наблюдать,FİİLLER,A1,UNIDAD4
1695,sufrir,страдать,FİİLLER,A1,UNIDAD5
1696,artículo,статья; изделие,İSİMLER,A1,UNIDAD7
1697,peso,вес; песо,İSİMLER,A1,UNIDAD8
1698,junto a,рядом с,EDATLAR / BAĞLAÇLAR,A1,UNIDAD9
1699,dólar,доллар,İSİMLER,A1,UNIDAD1
1700,dedicar,посвящать,FİİLLER,A1,UNIDAD3
1701,aire,воздух,İSİMLER,A1,UNIDAD5
1702,unir,соединять,FİİLLER,A1,UNIDAD6
1703,técnico,"техник, специалист",İSİMLER,A1,UNIDAD7
1704,congreso,конгресс,İSİMLER,A1,UNIDAD9
1705,mañana,утро,İSİMLER,A1,UNIDAD1
1706,natural,"естественный, природный",SIFATLAR,A1,UNIDAD2
1707,serie,серия,İSİMLER,A1,UNIDAD6
1708,pronto,"скоро, быстро",ZARFLAR,A1,UNIDAD8
1709,época,"эпоха, период",İSİMLER,A1,UNIDAD9
1710,menor,"меньший, младший",SIFATLAR,A1,UNIDAD1
1711,anunciar,объявлять,FİİLLER,A1,UNIDAD4
1712,civil,гражданский,SIFATLAR,A1,UNIDAD7
1713,región,регион,İSİMLER,A1,UNIDAD1
1714,uso,"использование, употребление",İSİMLER,A1,UNIDAD2
1715,mediante,посредством,EDATLAR / BAĞLAÇLAR,A1,UNIDAD3
1716,comunicación,"общение, связь",İSİMLER,A1,UNIDAD4
1717,enfermedad,болезнь,İSİMLER,A1,UNIDAD5
1718,capacidad,"способность, ёмкость",İSİMLER,A1,UNIDAD6
1719,diferencia,различие,İSİMLER,A1,UNIDAD7
1720,secretario,секретарь,İSİMLER,A1,UNIDAD8
1721,dicho,"упомянутый, сказанный",SIFATLAR,A1,UNIDAD9
1722,detener,"останавливать, задерживать",FİİLLER,A1,UNIDAD1
1723,provocar,"вызывать, провоцировать",FİİLLER,A1,UNIDAD4
1724,manifestar,"проявлять, заявлять",FİİLLER,A1,UNIDAD6
1725,así como,а также,ZARFLAR,A1,UNIDAD8
1726,declarar,"заявлять, объявлять",FİİLLER,A1,UNIDAD9
1727,superior,"высший, верхний",SIFATLAR,A1,UNIDAD3
1728,término,"термин, срок, конец",İSİMLER,A1,UNIDAD4
1729,contrario,противоположный,SIFATLAR,A1,UNIDAD5
1730,ministerio,министерство,İSİMLER,A1,UNIDAD6
1731,participar,участвовать,FİİLLER,A1,UNIDAD7
1732,expresar,выражать,FİİLLER,A1,UNIDAD8
1733,operación,операция,İSİMLER,A1,UNIDAD2
1734,control,контроль,İSİMLER,A1,UNIDAD5
1735,cargo,"должность, обвинение",İSİMLER,A1,UNIDAD7
1736,defensa,защита,İSİMLER,A1,UNIDAD9
1737,cara,лицо,İSİMLER,A1,UNIDAD1
1738,celebrar,праздновать; проводить,FİİLLER,A1,UNIDAD2
1739,juez,судья,İSİMLER,A1,UNIDAD3
1740,prueba,"доказательство, тест",İSİMLER,A1,UNIDAD4
1741,crisis,кризис,İSİMLER,A1,UNIDAD5
1742,tocar,трогать; играть (на инструменте),FİİLLER,A1,UNIDAD3
1743,afectar,"затрагивать, влиять",FİİLLER,A1,UNIDAD4
1744,cuadro,картина; кадр,İSİMLER,A1,UNIDAD5
1745,televisión,телевидение,İSİMLER,A1,UNIDAD6
1746,oficial,официальный,SIFATLAR,A1,UNIDAD7
1747,europa,Европа,İSİMLER,A1,UNIDAD8
1748,institución,учреждение,İSİMLER,A1,UNIDAD9
1749,doctor,доктор,İSİMLER,A1,UNIDAD1
1750,privado,"частный, личный",SIFATLAR,A1,UNIDAD3
1751,central,центральный,SIFATLAR,A1,UNIDAD6
1752,echar,"бросать, лить",FİİLLER,A1,UNIDAD7
1753,justicia,"правосудие, справедливость",İSİMLER,A1,UNIDAD8
1754,administración,"администрация, управление",İSİMLER,A1,UNIDAD9
1755,unidad,"единица, единство",İSİMLER,A1,UNIDAD2
1756,acompañar,сопровождать,FİİLLER,A1,UNIDAD4
1757,preparar,готовить,FİİLLER,A1,UNIDAD5
1758,actuar,действовать,FİİLLER,A1,UNIDAD6
1759,área,"область, зона",İSİMLER,A1,UNIDAD7
1760,compañía,компания,İSİMLER,A1,UNIDAD8
1761,interior,"внутренность, интерьер",İSİMLER,A1,UNIDAD9
1762,abandonar,"покидать, оставлять",FİİLLER,A1,UNIDAD1
1763,atención,внимание,İSİMLER,A1,UNIDAD4
1764,colocar,"размещать, ставить",FİİLLER,A1,UNIDAD6
1765,situar,располагать,FİİLLER,A1,UNIDAD7
1766,acercar,приближать,FİİLLER,A1,UNIDAD8
1767,estructura,структура,İSİMLER,A1,UNIDAD9
1768,pretender,"претендовать, намереваться",FİİLLER,A1,UNIDAD2
1769,histórico,исторический,SIFATLAR,A1,UNIDAD3
1770,cultural,культурный,SIFATLAR,A1,UNIDAD4
1771,conjunto,"совокупность, ансамбль",İSİMLER,A1,UNIDAD6
1772,verdadero,"истинный, настоящий",SIFATLAR,A1,UNIDAD1
1773,dios,бог,İSİMLER,A1,UNIDAD2
1774,texto,текст,İSİMLER,A1,UNIDAD3
1775,además de,"помимо, кроме",EDATLAR / BAĞLAÇLAR,A1,UNIDAD4
1776,aplicar,применять,FİİLLER,A1,UNIDAD6
1777,apoyo,поддержка,İSİMLER,A1,UNIDAD8
1778,modelo,"модель, образец",İSİMLER,A1,UNIDAD4
1779,mover,двигать,FİİLLER,A1,UNIDAD6
1780,apenas,"едва, лишь",ZARFLAR,A1,UNIDAD4
1781,título,"заголовок, титул",İSİMLER,A1,UNIDAD5
1782,conocimiento,знание,İSİMLER,A1,UNIDAD6
1783,esfuerzo,усилие,İSİMLER,A1,UNIDAD7
1784,personal,"личный, кадровый",SIFATLAR,A1,UNIDAD9
1785,paciente,пациент,İSİMLER,A1,UNIDAD1
1786,cubrir,покрывать,FİİLLER,A1,UNIDAD2
1787,entregar,"вручать, сдавать",FİİLLER,A1,UNIDAD4
1788,importancia,важность,İSİMLER,A1,UNIDAD5
1789,meter,"класть, совать",FİİLLER,A1,UNIDAD6
1790,alguien,кто-то,ZAMİRLER,A1,UNIDAD7
1791,allá,"там, туда",ZARFLAR,A1,UNIDAD8
1792,declaración,"заявление, декларация",İSİMLER,A1,UNIDAD9
1793,silencio,"тишина, молчание",İSİMLER,A1,UNIDAD1
1794,disponer,"располагать, иметь",FİİLLER,A1,UNIDAD4
1795,nación,"нация, государство",İSİMLER,A1,UNIDAD5
1796,reunir,собирать,FİİLLER,A1,UNIDAD6
1797,presente,"присутствующий, нынешний",SIFATLAR,A1,UNIDAD7
1798,grave,"серьёзный, тяжёлый",SIFATLAR,A1,UNIDAD1
1799,suelo,"пол, почва",İSİMLER,A1,UNIDAD6
1800,mundial,мировой,SIFATLAR,A1,UNIDAD8
1801,apoyar,поддерживать,FİİLLER,A1,UNIDAD1
1802,corresponder,соответствовать,FİİLLER,A1,UNIDAD2
1803,fecha,дата,İSİMLER,A1,UNIDAD5
1804,capaz,способный,SIFATLAR,A1,UNIDAD6
1805,ciencia,наука,İSİMLER,A1,UNIDAD7
1806,solución,решение,İSİMLER,A1,UNIDAD8
1807,cabo,конец; мыс; капрал,İSİMLER,A1,UNIDAD3
1808,sol,солнце,İSİMLER,A1,UNIDAD6
1809,andar,"ходить, идти",FİİLLER,A1,UNIDAD8
1810,lucha,борьба,İSİMLER,A1,UNIDAD1
1811,especialmente,особенно,ZARFLAR,A1,UNIDAD3
1812,ejército,армия,İSİMLER,A1,UNIDAD5
1813,naturaleza,природа,İSİMLER,A1,UNIDAD7
1814,quizá,возможно,ZARFLAR,A1,UNIDAD8
1815,citar,цитировать; назначать встречу,FİİLLER,A1,UNIDAD9
1816,diputado,депутат,İSİMLER,A1,UNIDAD1
1817,norteamericano,североамериканский,SIFATLAR,A1,UNIDAD2
1818,encuentro,"встреча, матч",İSİMLER,A1,UNIDAD5
1819,dónde,где (вопросит.),ZARFLAR,A1,UNIDAD6
1820,faltar,"недоставать, отсутствовать",FİİLLER,A1,UNIDAD7
1821,personaje,"персонаж, личность",İSİMLER,A1,UNIDAD8
1822,materia,"материя, предмет",İSİMLER,A1,UNIDAD9
1823,definir,определять,FİİLLER,A1,UNIDAD1
1824,permanecer,оставаться,FİİLLER,A1,UNIDAD2
1825,construir,строить,FİİLLER,A1,UNIDAD3
1826,agregar,добавлять,FİİLLER,A1,UNIDAD4
1827,sostener,"поддерживать, утверждать",FİİLLER,A1,UNIDAD5
1828,organismo,"организм, учреждение",İSİMLER,A1,UNIDAD7
1829,informe,"доклад, отчёт",İSİMLER,A1,UNIDAD8
1830,ayuda,помощь,İSİMLER,A1,UNIDAD1
1831,motivo,"мотив, причина",İSİMLER,A1,UNIDAD2
1832,concepto,понятие,İSİMLER,A1,UNIDAD3
1833,electoral,избирательный,SIFATLAR,A1,UNIDAD4
1834,reforma,реформа,İSİMLER,A1,UNIDAD5
1835,régimen,режим,İSİMLER,A1,UNIDAD6
1836,matar,убивать,FİİLLER,A1,UNIDAD7
1837,tribunal,"суд, трибунал",İSİMLER,A2,UNIDAD1
1838,expresión,выражение,İSİMLER,A2,UNIDAD7
1839,físico,физический,SIFATLAR,A2,UNIDAD8
1840,pasado,прошлый,SIFATLAR,A2,UNIDAD9
1841,interno,внутренний,SIFATLAR,A2,UNIDAD1
1842,planta,растение; этаж; завод,İSİMLER,A2,UNIDAD2
1843,encima,"сверху, поверх",ZARFLAR,A2,UNIDAD3
1844,factor,фактор,İSİMLER,A2,UNIDAD5
1845,documento,документ,İSİMLER,A2,UNIDAD6
1846,surgir,возникать,FİİLLER,A2,UNIDAD7
1847,defender,защищать,FİİLLER,A2,UNIDAD9
1848,vuelta,"оборот, возвращение",İSİMLER,A2,UNIDAD2
1849,hallar,находить,FİİLLER,A2,UNIDAD3
1850,demasiado,слишком,ZARFLAR,A2,UNIDAD4
1851,recoger,"собирать, подбирать",FİİLLER,A2,UNIDAD7
1852,tratamiento,"лечение, обращение",İSİMLER,A2,UNIDAD8
1853,construcción,строительство,İSİMLER,A2,UNIDAD9
1854,formación,"образование, формирование",İSİMLER,A2,UNIDAD10
1855,industria,промышленность,İSİMLER,A2,UNIDAD1
1856,jugador,игрок,İSİMLER,A2,UNIDAD2
1857,asociación,ассоциация,İSİMLER,A2,UNIDAD3
1858,regresar,возвращаться,FİİLLER,A2,UNIDAD4
1859,cámara,палата; камера,İSİMLER,A2,UNIDAD5
1860,funcionario,"чиновник, служащий",İSİMLER,A2,UNIDAD7
1861,propuesta,предложение,İSİMLER,A2,UNIDAD8
1862,arma,оружие,İSİMLER,A2,UNIDAD10
1863,existencia,существование,İSİMLER,A2,UNIDAD1
1864,grado,"степень, градус",İSİMLER,A2,UNIDAD3
1865,advertir,"предупреждать, замечать",FİİLLER,A2,UNIDAD5
1866,total,"полный, совокупный",SIFATLAR,A2,UNIDAD7
1867,representante,представитель,İSİMLER,A2,UNIDAD8
1868,muchacho,"парень, мальчик",İSİMLER,A2,UNIDAD10
1869,período,период,İSİMLER,A2,UNIDAD1
1870,líder,лидер,İSİMLER,A2,UNIDAD2
1871,tal vez,возможно,ZARFLAR,A2,UNIDAD4
1872,propiedad,"собственность, свойство",İSİMLER,A2,UNIDAD5
1873,candidato,кандидат,İSİMLER,A2,UNIDAD6
1874,crecimiento,рост,İSİMLER,A2,UNIDAD7
1875,dirigente,руководитель,İSİMLER,A2,UNIDAD8
1876,adquirir,приобретать,FİİLLER,A2,UNIDAD9
1877,amplio,широкий,SIFATLAR,A2,UNIDAD10
1878,mientras que,в то время как,EDATLAR / BAĞLAÇLAR,A2,UNIDAD1
1879,precisamente,"именно, как раз",ZARFLAR,A2,UNIDAD2
1880,impedir,препятствовать,FİİLLER,A2,UNIDAD5
1881,vía,"путь, дорога",İSİMLER,A2,UNIDAD6
1882,izquierda,"левая сторона, левые",İSİMLER,A2,UNIDAD8
1883,suficiente,достаточный,SIFATLAR,A2,UNIDAD9
1884,américa,Америка,İSİMLER,A2,UNIDAD10
1885,mal,плохо,ZARFLAR,A2,UNIDAD1
1886,francia,Франция,İSİMLER,A2,UNIDAD2
1887,organizar,организовывать,FİİLLER,A2,UNIDAD4
1888,desaparecer,исчезать,FİİLLER,A2,UNIDAD5
1889,aprobar,одобрять; сдавать (экзамен),FİİLLER,A2,UNIDAD6
1890,local,местный,SIFATLAR,A2,UNIDAD7
1891,radio,радио; радиус,İSİMLER,A2,UNIDAD10
1892,mirada,взгляд,İSİMLER,A2,UNIDAD1
1893,curso,курс,İSİMLER,A2,UNIDAD3
1894,determinado,определённый,SIFATLAR,A2,UNIDAD4
1895,contener,содержать,FİİLLER,A2,UNIDAD6
1896,poseer,обладать,FİİLLER,A2,UNIDAD7
1897,característico,характерная черта,İSİMLER,A2,UNIDAD8
1898,práctica,практика,İSİMLER,A2,UNIDAD9
1899,directo,прямой,SIFATLAR,A2,UNIDAD1
1900,crítico,критик,İSİMLER,A2,UNIDAD2
1901,contenido,содержание,İSİMLER,A2,UNIDAD4
1902,maestro,"учитель, мастер",İSİMLER,A2,UNIDAD5
1903,enfrentar,"сталкиваться, противостоять",FİİLLER,A2,UNIDAD6
1904,cuestión,вопрос,İSİMLER,A2,UNIDAD8
1905,comercial,"торговый, коммерческий",SIFATLAR,A2,UNIDAD9
1906,animal,животное,İSİMLER,A2,UNIDAD10
1907,memoria,память,İSİMLER,A2,UNIDAD1
1908,profundo,глубокий,SIFATLAR,A2,UNIDAD5
1909,socialista,социалистический,SIFATLAR,A2,UNIDAD9
1910,juicio,"суд, суждение",İSİMLER,A2,UNIDAD1
1911,requerir,требовать,FİİLLER,A2,UNIDAD2
1912,lanzar,"бросать, запускать",FİİLLER,A2,UNIDAD3
1913,salido,"выход, уход",İSİMLER,A2,UNIDAD4
1914,diario,дневник; ежедневная газета,İSİMLER,A2,UNIDAD5
1915,corte,суд; двор; разрез,İSİMLER,A2,UNIDAD7
1916,análisis,анализ,İSİMLER,A2,UNIDAD9
1917,fundamental,основополагающий,SIFATLAR,A2,UNIDAD10
1918,mitad,половина,İSİMLER,A2,UNIDAD2
1919,conducir,"вести, водить",FİİLLER,A2,UNIDAD3
1920,marcha,"ход, марш",İSİMLER,A2,UNIDAD4
1921,sala,"зал, комната",İSİMLER,A2,UNIDAD6
1922,determinar,определять,FİİLLER,A2,UNIDAD7
1923,relacionar,связывать,FİİLLER,A2,UNIDAD8
1924,municipal,муниципальный,SIFATLAR,A2,UNIDAD9
1925,mencionar,упоминать,FİİLLER,A2,UNIDAD10
1926,igual,"равный, одинаковый",SIFATLAR,A2,UNIDAD1
1927,financiero,финансовый,SIFATLAR,A2,UNIDAD2
1928,finalmente,наконец,ZARFLAR,A2,UNIDAD3
1929,democracia,демократия,İSİMLER,A2,UNIDAD6
1930,aumento,увеличение,İSİMLER,A2,UNIDAD7
1931,responsabilidad,ответственность,İSİMLER,A2,UNIDAD8
1932,venta,продажа,İSİMLER,A2,UNIDAD9
1933,oposición,оппозиция,İSİMLER,A2,UNIDAD10
1934,visita,визит,İSİMLER,A2,UNIDAD1
1935,inmediato,немедленный,SIFATLAR,A2,UNIDAD4
1936,creación,создание,İSİMLER,A2,UNIDAD5
1937,contacto,контакт,İSİMLER,A2,UNIDAD7
1938,fuego,огонь,İSİMLER,A2,UNIDAD8
1939,científico,научный,SIFATLAR,A2,UNIDAD9
1940,ti,"тебя, тебе (после предлога)",ZAMİRLER,A2,UNIDAD1
1941,teoría,теория,İSİMLER,A2,UNIDAD3
1942,bastante,"довольно, достаточно",ZARFLAR,A2,UNIDAD5
1943,quitar,"снимать, убирать",FİİLLER,A2,UNIDAD8
1944,esposo,супруг,İSİMLER,A2,UNIDAD10
1945,terreno,"участок, почва",İSİMLER,A2,UNIDAD2
1946,confirmar,подтверждать,FİİLLER,A2,UNIDAD3
1947,comercio,торговля,İSİMLER,A2,UNIDAD7
1948,simple,простой,SIFATLAR,A2,UNIDAD8
1949,favor,"одолжение, милость",İSİMLER,A2,UNIDAD9
